# submitted_id	current_id	converted_id	current_symbol
puc[S023803]	FBal0082882	FBgn0243512	puc
r[sP2r12]	FBal0032544	FBgn0003189	r
l(3)68Cb[1]	FBal0009842	FBgn0002240	l(3)68Cb
Nipped-A[GD15595]	FBal0207756	FBgn0053554	Nipped-A
l(1)air7[8]	FBal0007202	FBgn0001433	l(1)air7
2L2938[2L2938]	FBal0219196	FBgn0260608	2L2938
l(1)adl7[1]	FBal0007405	FBgn0005418	l(1)adl7
Hsc70-3[G0341]	FBal0103745	FBgn0001218	Hsc70-3
Kr-h1[k05917]	FBal0087048	FBgn0266450	Kr-h1
l(3)01010[01010]	FBal0086958	FBgn0024508	l(3)01010
fs(1)Ya[5]	FBal0004493	FBgn0000927	fs(1)Ya
Actn[EY14992]	FBal0162829	FBgn0000667	Actn
l(3)S123304b[S123304b]	FBal0129404	FBgn0060442	l(3)S123304b
pds5[EY06473]	FBal0196947	FBgn0260012	pds5
betaggt-I[S-2110]	FBal0047961	FBgn0015000	betaggt-I
pll[e01040]	FBal0178411	FBgn0010441	pll
mei-W68[W3]	FBal0117442	FBgn0002716	mei-W68
l(1)TK205[1]	FBal0043316	FBgn0005729	l(1)TK205
Gr32a[KO]	FBal0241775	FBgn0041246	Gr32a
l(2)SH1992[SH1992]	FBal0143536	FBgn0065299	l(2)SH1992
Pu[rW10]	FBal0014044	FBgn0003162	Pu
Np[15]	FBal0137430	FBgn0265011	Np
Su(H)[8]	FBal0016309	FBgn0004837	Su(H)
E(Mer)IIb[182]	FBal0124261	FBgn0044873	E(Mer)IIb
fs(1)h[h3]	FBal0031300	FBgn0004656	fs(1)h
bb[6]	FBal0001031	FBgn0000164	bb
Pka-C1[k06108]	FBal0042706	FBgn0000273	Pka-C1
dp[olvCS39]	unknown ID	-	-
Scer\GAL4[fj-VG1]	FBal0141433	FBgn0014445	Scer\GAL4
vtd[6]	FBal0123593	FBgn0260987	vtd
v[ML-2]	FBal0050748	FBgn0003965	v
l(1)Q41[1]	FBal0007756	FBgn0011083	l(1)Q41
CG6950[e00299]	FBal0161092	FBgn0037955	CG6950
l(2)N7-6[L267]	FBal0130136	FBgn0014260	l(2)N7-6
Baldspot[neo21]	FBal0011038	FBgn0260960	Baldspot
l(1)15Bb[R31]	FBal0051465	FBgn0017392	l(1)15Bb
l(2)SH2004[SH2004]	FBal0143529	FBgn0065292	l(2)SH2004
pic[24]	FBal0013817	FBgn0260962	pic
N[69f1]	FBal0012727	FBgn0004647	N
CG31326[c06215]	FBal0161786	FBgn0051326	CG31326
rump[1]	FBal0218192	FBgn0267790	rump
mib2[3]	FBal0008659	FBgn0086442	mib2
l(2)k09208[k09208]	FBal0089085	FBgn0024650	l(2)k09208
CG32069[GD3868]	FBal0203154	FBgn0052069	CG32069
l(1)6DEa[1-80]	FBal0043249	FBgn0015441	l(1)6DEa
CG7084[GD3109]	FBal0205324	FBgn0038938	CG7084
CG7611[EY07631]	FBal0161013	FBgn0037094	CG7611
Gnf1[GD4455]	FBal0207133	FBgn0004913	Gnf1
shot[k04204]	FBal0064542	FBgn0013733	shot
pwn[f04831]	FBal0158757	FBgn0003174	pwn
pnr[f04283]	FBal0158799	FBgn0003117	pnr
l(3)98Fa[3-11E]	FBal0085800	FBgn0023429	l(3)98Fa
CG32280[e03473]	FBal0161673	FBgn0052280	CG32280
l(3)S097405[S097405]	FBal0129527	FBgn0060557	l(3)S097405
fs(2)abc[PL63]	FBal0031311	FBgn0002678	fs(2)abc
mor[880]	FBal0190406	FBgn0002783	mor
Dronc[30]	FBal0239865	FBgn0026404	Dronc
crn[12]	FBal0001852	FBgn0000377	crn
odd[1]	FBal0013221	FBgn0002985	odd
CG3529[EY10222]	FBal0161497	FBgn0035995	CG3529
l(3)ry15[1]	FBal0035155	FBgn0014322	l(3)ry15
bs[211]	FBal0123945	FBgn0004101	bs
Bx[hdp48-1]	FBal0282709	FBgn0265598	Bx
N[Ax-M1]	FBal0029940	FBgn0004647	N
skd[rK760]	FBal0087033	FBgn0003415	skd
Su(rst)E290[E290]	FBal0121906	FBgn0043985	Su(rst)E290
lwr[02858]	FBal0008009	FBgn0010602	lwr
ph-d[303]	FBal0013748	FBgn0004860	ph-d
l(3)S051022a[S051022a]	FBal0100082	FBgn0028132	l(3)S051022a
l(2)k04810[k04810]	FBal0064524	FBgn0022197	l(2)k04810
pb[hs.PP]	FBal0035351	FBgn0051481	pb
nmo[adk1]	FBal0057941	FBgn0011817	nmo
l(1)G0286[G0286]	FBal0098126	FBgn0027233	l(1)G0286
l(1)8e3-43[8e3-43]	FBal0057135	FBgn0019742	l(1)8e3-43
InR[E21]	FBal0094020	FBgn0013984	InR
yl[unspecified]	FBal0091065	FBgn0004649	yl
psq[RF9]	FBal0046322	FBgn0263102	psq
l(2)SH0834[SH0834]	FBal0295776	FBgn0267365	l(2)SH0834
l(3)S008418[S139810]	FBal0100188	FBgn0028216	l(3)S008418
l(3)ED220-2[3A2]	FBal0247313	FBgn0262654	l(3)ED220-2
Su(var)205[P4]	FBal0175791	FBgn0003607	Su(var)205
Rab6[D1B]	FBal0102901	FBgn0015797	Rab6
l(2)SH0265[SH0265]	FBal0144103	FBgn0065866	l(2)SH0265
l(2)51Da[l17]	FBal0031732	FBgn0004154	l(2)51Da
Zw10[M68]	FBal0088807	FBgn0004643	Zw10
IntS4[GD7488]	FBal0209815	FBgn0026679	IntS4
pll[1]	FBal0013855	FBgn0010441	pll
l(3)A42[A42]	FBal0264971	FBgn0263884	l(3)A42
sc[260-14]	FBal0015212	FBgn0004170	sc
Hip14[I25]	FBal0049846	FBgn0259824	Hip14
scu[3127]	FBal0090141	FBgn0021765	scu
Dhyd\Dl[64]	FBal0054633	FBgn0019199	Dhyd\Dl
shg[g317]	FBal0028554	FBgn0003391	shg
nkg[3915]	FBal0090216	FBgn0024849	nkg
Spn75F[PL00310]	FBal0161688	FBgn0052203	Spn75F
Nipped-A[226.1]	FBal0098366	FBgn0053554	Nipped-A
en[SFX22]	FBal0049461	FBgn0000577	en
trsn[EY06981]	FBal0158549	FBgn0033528	trsn
l(3)SG59[1]	FBal0011230	FBgn0002498	l(3)SG59
Sep2[CB05018]	FBal0211951	FBgn0014029	Sep2
PNUTS[13B]	FBal0296061	FBgn0053526	PNUTS
Abd-B[iab8-D3]	FBal0000109	FBgn0000015	Abd-B
tok[Delta68]	FBal0040043	FBgn0004885	tok
N[D13]	FBal0012761	FBgn0004647	N
bun[06903]	FBal0042891	FBgn0259176	bun
bt[l-p]	FBal0027998	FBgn0005666	bt
ird26[1]	FBal0127962	FBgn0046842	ird26
l(3)S049514[S049514]	FBal0129810	FBgn0060839	l(3)S049514
CG6907[d06812]	FBal0161041	FBgn0031711	CG6907
plp[4E]	unknown ID	-	-
l(3)93Da[3]	FBal0010732	FBgn0002385	l(3)93Da
ct[db3]	FBal0001956	FBgn0004198	ct
l(1)30[30]	FBal0057172	FBgn0019779	l(1)30
gt[l2]	FBal0005239	FBgn0001150	gt
sty[226]	FBal0086313	FBgn0014388	sty
l(1)E34[1]	FBal0007503	FBgn0001663	l(1)E34
mago[2]	FBal0032139	FBgn0002736	mago
ct[268-41]	FBal0028075	FBgn0004198	ct
Pr[rv6]	unknown ID	-	-
v[EO-12]	FBal0092472	FBgn0003965	v
fs(2)al[2]	FBal0062836	FBgn0020854	fs(2)al
CrebA[wR84]	FBal0059177	FBgn0004396	CrebA
l(3)97Da[1.16]	FBal0031961	FBgn0013586	l(3)97Da
l(2)49Fb[1]	FBal0009060	FBgn0002073	l(2)49Fb
tkv[1]	FBal0016818	FBgn0003716	tkv
l(3)S006603[S006603]	FBal0159061	FBgn0082190	l(3)S006603
l(2)k07219[k07219]	FBal0064397	FBgn0022095	l(2)k07219
Ddc[4]	FBal0002253	FBgn0000422	Ddc
Aph-4[07028]	unknown ID	-	-
br[w]	FBal0001224	FBgn0283451	br
Dredd[D44]	FBal0120964	FBgn0020381	Dredd
Upf1[42]	FBal0276956	FBgn0030354	Upf1
yps[JM2]	FBal0104381	FBgn0022959	yps
brat[15]	FBal0001240	FBgn0010300	brat
ik2[alice]	unknown ID	-	-
CG18135[EY04961]	FBal0162004	FBgn0036837	CG18135
l(2)57Db[1]	FBal0009156	FBgn0002101	l(2)57Db
Aldh[17]	FBal0212193	FBgn0012036	Aldh
Ddr[EU173]	FBal0244050	FBgn0053531	Ddr
gvl[1]	FBal0005290	FBgn0001165	gvl
dpp[s7]	FBal0003077	FBgn0000490	dpp
Arfip[EY11874]	FBal0162068	FBgn0037884	Arfip
l(2)37Bb[10]	FBal0008617	FBgn0002021	l(2)37Bb
eya[NQ.GR]	FBal0285428	FBgn0000320	eya
da[2]	FBal0002215	FBgn0267821	da
Diap1[S048915]	FBal0158576	FBgn0260635	Diap1
plx[DeltaF]	FBal0050272	FBgn0261261	plx
l(1)1EFb[5]	FBal0006525	FBgn0001353	l(1)1EFb
ssx[EY14203]	FBal0161834	FBgn0024987	ssx
l(2)SH1000[SH1000]	FBal0143794	FBgn0065557	l(2)SH1000
hrg[24]	FBal0060388	FBgn0015949	hrg
Hr38[v16]	FBal0104126	FBgn0014859	Hr38
fs(3)neo27[1]	FBal0031352	FBgn0013461	fs(3)neo27
l(1)m[1]	FBal0007621	FBgn0005120	l(1)m
l(2)49Dc[3]	FBal0009044	FBgn0002070	l(2)49Dc
l(2)21Fa[4]	FBal0008197	FBgn0001895	l(2)21Fa
Su(PDS)P86[P86]	FBal0175792	FBgn0082613	Su(PDS)P86
S[SC5]	FBal0048958	FBgn0003310	S
lz[4B4]	FBal0267319	FBgn0002576	lz
l(3)67Aa[3]	FBal0009705	FBgn0002197	l(3)67Aa
dpp[hr92]	FBal0031071	FBgn0000490	dpp
Su(z)2[e26]	FBal0045168	FBgn0265623	Su(z)2
l(2)23CDf[A13-1]	FBal0103692	FBgn0040122	l(2)23CDf
Spc25[mitch-1]	FBal0264715	FBgn0087021	Spc25
ttk[00219]	FBal0044412	FBgn0003870	ttk
l(3)93Fa[2]	FBal0010759	FBgn0002394	l(3)93Fa
RpII215[K1+R4]	FBal0091634	FBgn0003277	RpII215
Mhc[11]	FBal0012252	FBgn0264695	Mhc
dlt[C1]	FBal0180183	FBgn0024510	dlt
rv[1]	FBal0014884	FBgn0003303	rv
ptc[30]	FBal0104438	FBgn0003892	ptc
ap[P1\loxP.MCP-PRE.Scer\FRT.bxd-PRE.MM]	FBal0280587	FBgn0267978	ap
l(3)S007902[S007902]	FBal0100197	FBgn0028219	l(3)S007902
brat[GTD1-31.1]	FBal0121852	FBgn0010300	brat
blo[V99]	FBal0093988	FBgn0000198	blo
crb[KI.B.T:Avic\GFP]	unknown ID	-	-
CG6841[GD10654]	FBal0205225	FBgn0036828	CG6841
omelet[146-34]	FBal0151670	FBgn0067672	omelet
l(1)10Ad[4]	FBal0005947	FBgn0001484	l(1)10Ad
mys[b68]	FBal0178710	FBgn0004657	mys
Vps2[2]	FBal0288716	FBgn0039402	Vps2
shl[1]	FBal0015633	FBgn0003393	shl
if[Q2B]	FBal0089182	FBgn0001250	if
CG5758[c01197]	FBal0161247	FBgn0032666	CG5758
ptc[8]	FBal0028498	FBgn0003892	ptc
l(2)37Dj[4]	FBal0008899	FBgn0002046	l(2)37Dj
awd[b3]	FBal0000810	FBgn0000150	awd
l(2)k12702[k12702]	FBal0089075	FBgn0024640	l(2)k12702
ado[9B]	FBal0030478	FBgn0004969	ado
Su(PDS)P80[P80]	FBal0175793	FBgn0082614	Su(PDS)P80
cac[L-10]	FBal0091235	FBgn0263111	cac
l(3)93DFi[E30]	FBal0093912	FBgn0025753	l(3)93DFi
D[5rv10]	FBal0029147	FBgn0000411	D
eg[57c]	FBal0003522	FBgn0000560	eg
br[24h]	FBal0001211	FBgn0283451	br
CG11317[c01160]	FBal0162587	FBgn0039816	CG11317
hid[1]	FBal0018404	FBgn0003997	hid
Fip1[GD7090]	FBal0199153	FBgn0037255	Fip1
Cda4[e00591]	FBal0161632	FBgn0052499	Cda4
BubR1[A1204K.T:Avic\GFP-S65T]	FBal0247988	FBgn0263855	BubR1
fkh[1]	FBal0004007	FBgn0000659	fkh
Kr-h1[k16802]	FBal0087049	FBgn0266450	Kr-h1
zfh1[13]	FBal0033223	FBgn0004606	zfh1
CG31221[f05025]	FBal0161799	FBgn0051221	CG31221
shakB[6]	FBal0015579	FBgn0085387	shakB
CG12984[f06763]	FBal0162411	FBgn0037042	CG12984
Klp61F[H10]	FBal0264958	FBgn0004378	Klp61F
fru[4]	FBal0028197	FBgn0004652	fru
JIL-1[5]	FBal0016512	FBgn0020412	JIL-1
l(3)99Dc[2]	FBal0010777	FBgn0002402	l(3)99Dc
jagn[K38X]	FBal0216940	FBgn0037374	jagn
dsh[A3]	FBal0138254	FBgn0000499	dsh
l(3)63Ec[L5]	FBal0049808	FBgn0016004	l(3)63Ec
mirr[SaiD3]	FBal0063874	FBgn0014343	mirr
EcR[6B2]	FBal0083507	FBgn0000546	EcR
ph-d[504]	FBal0013758	FBgn0004860	ph-d
msl-2[kmA]	FBal0012563	FBgn0005616	msl-2
dp[olv55c]	unknown ID	-	-
l(1)H30.1[H30.1]	FBal0064812	FBgn0022312	l(1)H30.1
N[PI]	FBal0012784	FBgn0004647	N
l(1)24[24]	FBal0057175	FBgn0019782	l(1)24
zwi[unspecified]	FBal0175360	FBgn0082579	zwi
Vap-33B[e03176]	FBal0161513	FBgn0053523	Vap-33B
Diap1[109.07]	FBal0103518	FBgn0260635	Diap1
Mhc[3]	FBal0012244	FBgn0264695	Mhc
brm[5]	FBal0001299	FBgn0000212	brm
mad2[GD9396]	FBal0210039	FBgn0035640	mad2
D[r8]	FBal0059165	FBgn0000411	D
Hsc70-4[Delta16]	FBal0124178	FBgn0266599	Hsc70-4
Pmm45A[CB02099]	FBal0211724	FBgn0033377	Pmm45A
Bx[J]	FBal0001441	FBgn0265598	Bx
px[EY10541]	FBal0158754	FBgn0003175	px
fs(2)neo4[1]	FBal0031346	FBgn0013456	fs(2)neo4
ct[7c1]	FBal0028081	FBgn0004198	ct
vtd[80Fh-36]	FBal0123590	FBgn0260987	vtd
tete[TE99]	FBal0035775	FBgn0014394	tete
l(3)04629[05275]	FBal0043672	FBgn0010844	l(3)04629
TfAP-2[14]	FBal0123338	FBgn0261953	TfAP-2
Rho1[72O]	FBal0061661	FBgn0014020	Rho1
l(3)03773[02312]	FBal0043665	FBgn0010816	l(3)03773
S[SC8]	FBal0048961	FBgn0003310	S
dpp[D36]	FBal0039265	FBgn0000490	dpp
dor[C107]	FBal0247336	FBgn0000482	dor
Poc1[c06059]	FBal0162716	FBgn0036354	Poc1
Adgf-A[d11616]	FBal0162828	FBgn0036752	Adgf-A
pi[1]	FBal0013793	FBgn0003083	pi
gd[7]	FBal0005015	FBgn0000808	gd
Sxl[M1]	FBal0016703	FBgn0264270	Sxl
Pu[rTR3]	FBal0014035	FBgn0003162	Pu
Dl[S111909]	FBal0083542	FBgn0000463	Dl
dl[25]	FBal0002667	FBgn0260632	dl
pnt[1277]	FBal0035442	FBgn0003118	pnt
cpo[EG1]	FBal0144991	FBgn0263995	cpo
CtBP[87De-16]	FBal0010486	FBgn0020496	CtBP
l(1)G0087[G0087]	FBal0103771	FBgn0040200	l(1)G0087
kz[19]	FBal0005862	FBgn0001330	kz
ed[2B8]	FBal0150514	FBgn0000547	ed
alphaSnap[EY06922]	FBal0159745	FBgn0250791	alphaSnap
ssp[598]	FBal0245179	FBgn0036248	ssp
ct[L25]	FBal0002010	FBgn0004198	ct
KCNQ[53B]	FBal0215872	FBgn0033494	KCNQ
InR[93Dj-6]	FBal0010757	FBgn0013984	InR
CG9497[e01580]	FBal0160795	FBgn0031800	CG9497
trol[62]	FBal0017107	FBgn0267911	trol
CG16890[e02098]	FBal0162091	FBgn0028932	CG16890
l(2)40Ff[IR32]	FBal0064662	FBgn0002061	l(2)40Ff
fdl[k17040]	FBal0064022	FBgn0045063	fdl
abs[P36a]	FBal0103916	FBgn0015331	abs
sesE[1]	FBal0015441	FBgn0003362	sesE
l(1)2Ce[1]	FBal0006698	FBgn0001393	l(1)2Ce
l(2)01855[01855]	FBal0007985	FBgn0010499	l(2)01855
S(CycE[JP])2.13[42S14]	FBal0176013	FBgn0082634	S(CycE[JP])2.13
pb[Rev13.HSPB]	FBal0062513	FBgn0051481	pb
dpp[101]	FBal0045508	FBgn0000490	dpp
ras[D78]	FBal0044307	FBgn0003204	ras
brk[Delta3R]	FBal0290695	FBgn0024250	brk
wac[Delta12]	FBal0220993	FBgn0035120	wac
Dr[ME8]	FBal0038781	FBgn0000492	Dr
l(3)85Db[1]	FBal0010218	FBgn0004735	l(3)85Db
l(3)S126615a[S126615a]	FBal0129388	FBgn0060426	l(3)S126615a
l(2)24Fc[h26]	FBal0031672	FBgn0001911	l(2)24Fc
peb[K32]	FBal0121611	FBgn0003053	peb
Pin[Yt]	FBal0013835	FBgn0003088	Pin
amd[1]	FBal0000458	FBgn0000075	amd
Ki[S]	FBal0052247	FBgn0001307	Ki
salm[1]	FBal0015124	FBgn0261648	salm
bb[fourth]	FBal0061491	FBgn0000164	bb
l(3)S008840[S008840]	FBal0100186	FBgn0028215	l(3)S008840
eya[2]	FBal0030759	FBgn0000320	eya
Su(z)2[s36]	FBal0282606	FBgn0265623	Su(z)2
S(CycE[JP])2.7[65S39]	FBal0175992	FBgn0082631	S(CycE[JP])2.7
CG12158[GD12980]	FBal0199710	FBgn0040775	CG12158
rl[6L1]	FBal0050335	FBgn0003256	rl
l(3)73Aa[13]	FBal0009997	FBgn0002276	l(3)73Aa
cv-c[J8]	FBal0191700	FBgn0086901	cv-c
scb[E93]	FBal0117817	FBgn0003328	scb
fried[150-66]	FBal0151917	FBgn0067771	fried
l(2)k09316[k09316]	FBal0089084	FBgn0024649	l(2)k09316
wts[E3]	FBal0044478	FBgn0011739	wts
l(3)S017014a[S017014a]	FBal0130044	FBgn0061072	l(3)S017014a
Pu[rv]	FBal0014038	FBgn0003162	Pu
l(3)77ABd[G4]	FBal0102586	FBgn0029027	l(3)77ABd
cact[X6]	FBal0030713	FBgn0000250	cact
N[l1N-42-2]	FBal0012883	FBgn0004647	N
CG30487[38]	FBal0239913	FBgn0050487	CG30487
insc[k07505]	FBal0094511	FBgn0011674	insc
l(3)AP1[AP1]	FBal0141065	FBgn0064166	l(3)AP1
l(1)G0007[PL97]	FBal0131618	FBgn0026713	l(1)G0007
CG15332[f05798]	FBal0162174	FBgn0029986	CG15332
mei-41[A29]	FBal0151730	FBgn0004367	mei-41
png[2786]	FBal0013906	FBgn0000826	png
gl(1)82-33[X-82-33]	FBal0155247	FBgn0069237	gl(1)82-33
Sema-2a[CA06989]	FBal0211737	FBgn0011260	Sema-2a
sax[2R-73-35]	FBal0154658	FBgn0003317	sax
l(2)46Cc[1755]	FBal0039557	FBgn0014982	l(2)46Cc
L[fee]	FBal0242925	FBgn0267825	L
GLaz[Delta2]	FBal0196332	FBgn0033799	GLaz
bha[2]	FBal0218234	FBgn0260016	bha
Rm62[F]	FBal0038892	FBgn0003261	Rm62
Bap55[LL05955]	FBal0258201	FBgn0025716	Bap55
sd[ETX4]	FBal0032671	FBgn0003345	sd
CG7656[GD13193]	FBal0205553	FBgn0036516	CG7656
Mhc[rv1]	FBal0191527	FBgn0264695	Mhc
l(2)T76[T76]	FBal0141072	FBgn0064173	l(2)T76
dbe[k05447]	FBal0064486	FBgn0020305	dbe
l(1)6PP19[1]	FBal0031572	FBgn0013488	l(1)6PP19
l(3)S088205[S088205]	FBal0099997	FBgn0028075	l(3)S088205
l(1)adl13[ts1]	FBal0049766	FBgn0005424	l(1)adl13
l(2)38De[48]	FBal0091365	FBgn0025171	l(2)38De
CG3817[GD11083]	FBal0204087	FBgn0038275	CG3817
mnd[4]	FBal0012369	FBgn0002778	mnd
Cyt-b5[k00107]	FBal0064640	FBgn0264294	Cyt-b5
l(2)MZ1131[MZ1131]	FBal0098035	FBgn0027160	l(2)MZ1131
mnb[EY14320]	FBal0158938	FBgn0259168	mnb
l(3)62Bh[5]	FBal0009653	FBgn0010144	l(3)62Bh
l(3)01969[01969]	FBal0009431	FBgn0010765	l(3)01969
Npc1b[N5]	FBal0006275	FBgn0261675	Npc1b
Rala[35d]	FBal0280553	FBgn0015286	Rala
l(3)S137908[S137908]	FBal0099883	FBgn0027979	l(3)S137908
l(1)36[36]	FBal0057168	FBgn0019775	l(1)36
mir-9a[J22]	FBal0198145	FBgn0262373	mir-9a
stg[S108908]	FBal0082211	FBgn0003525	stg
bou[5]	FBal0007085	FBgn0261284	bou
H[D179]	FBal0029827	FBgn0001169	H
sesB[G0247]	FBal0151496	FBgn0003360	sesB
sqh[GD1695]	FBal0210676	FBgn0003514	sqh
l(1)18DEc[1]	FBal0061328	FBgn0020542	l(1)18DEc
Mef2[26-7]	FBal0156254	FBgn0011656	Mef2
Rpd3[326]	unknown ID	-	-
Actn[9]	FBal0000283	FBgn0000667	Actn
Dl[G.101]	FBal0156724	FBgn0000463	Dl
hard-boiled[32-3]	FBal0151869	FBgn0067767	hard-boiled
spen[k13601]	FBal0064754	FBgn0016977	spen
l(1)7Ad[6]	FBal0007228	FBgn0001434	l(1)7Ad
l(3)S119608[S119608]	FBal0099913	FBgn0028002	l(3)S119608
Sans[63]	FBal0239909	FBgn0033785	Sans
Go[1]	FBal0005122	FBgn0001121	Go
l(1)3Bc[6]	FBal0006984	FBgn0001408	l(1)3Bc
Scm[D1]	FBal0015270	FBgn0003334	Scm
run[16]	FBal0014861	FBgn0003300	run
Nipped-A[8]	FBal0009014	FBgn0053554	Nipped-A
stg[7]	FBal0016179	FBgn0003525	stg
dar1[D6]	FBal0096780	FBgn0263239	dar1
vtd[80Fh-2]	FBal0010082	FBgn0260987	vtd
l(2)T56j5[1]	FBal0023063	FBgn0011626	l(2)T56j5
l(2)23CDc[A14-4]	FBal0147076	FBgn0040125	l(2)23CDc
jar[EY06619]	FBal0159136	FBgn0011225	jar
l(3)S047003[S047003]	FBal0129843	FBgn0060871	l(3)S047003
l(2)36Fc[1]	FBal0008584	FBgn0002010	l(2)36Fc
Iswi[GD1467]	FBal0207400	FBgn0011604	Iswi
su(f)[12]	FBal0016277	FBgn0003559	su(f)
mat(2)N[1]	FBal0008392	FBgn0010135	mat(2)N
Gl[l3]	unknown ID	-	-
ph-p[5PS]	FBal0086382	FBgn0004861	ph-p
l(2)39DEa[A447]	FBal0049784	FBgn0016876	l(2)39DEa
Pdk[4018]	FBal0063091	FBgn0017558	Pdk
l(3)06404[06404]	FBal0009560	FBgn0010886	l(3)06404
CycD[CB02618]	FBal0211913	FBgn0010315	CycD
Amph[EY09339]	FBal0162810	FBgn0027356	Amph
l(3)88Bb[Z21]	FBal0031943	FBgn0004844	l(3)88Bb
RpII140[Z24]	FBal0030136	FBgn0262955	RpII140
kz[34]	FBal0005877	FBgn0001330	kz
l(3)72De[4]	FBal0009957	FBgn0005537	l(3)72De
crp[k07829]	FBal0035001	FBgn0001994	crp
Ace[16]	FBal0000197	FBgn0000024	Ace
twit[160]	FBal0283233	FBgn0032895	twit
l(4)102ABi[1]	FBal0011402	FBgn0004536	l(4)102ABi
l(3)03773[03773]	FBal0009486	FBgn0010816	l(3)03773
ct[lS1]	FBal0002040	FBgn0004198	ct
Hn[1]	FBal0005500	FBgn0001208	Hn
kis[k06919]	FBal0043473	FBgn0266557	kis
Hsap\RAF1[gof.hs]	FBal0063223	FBgn0016671	Hsap\RAF1
sesB[1]	FBal0015434	FBgn0003360	sesB
l(3)96Bc[1]	FBal0090373	FBgn0024859	l(3)96Bc
CG45263[f05427]	FBal0160056	FBgn0266801	CG45263
Rab11[DeltaFRT]	FBal0248564	FBgn0015790	Rab11
MCO3[C359]	FBal0216996	FBgn0039387	MCO3
l(3)82Fa[3]	FBal0031875	FBgn0013573	l(3)82Fa
l(2)60A-L[P4-111]	FBal0098066	FBgn0027182	l(2)60A-L
Dmau\tbl[1]	FBal0054078	FBgn0018827	Dmau\tbl
spi[10681]	FBal0043360	FBgn0005672	spi
PI4KIIIalpha[40]	FBal0006904	FBgn0267350	PI4KIIIalpha
wts[E7]	FBal0044482	FBgn0011739	wts
l(3)72Df[3]	FBal0009962	FBgn0005538	l(3)72Df
btl[DeltaOh10]	FBal0083056	FBgn0005592	btl
ida[Delta107]	FBal0151838	FBgn0041147	ida
bla[K48]	FBal0239061	FBgn0000194	bla
Scer\GAL4[PDM1]	FBal0141497	FBgn0014445	Scer\GAL4
l(1)10Bj[2]	FBal0006037	FBgn0001496	l(1)10Bj
ex[k01115]	FBal0064777	FBgn0004583	ex
Mcr[1]	FBal0156624	FBgn0267488	Mcr
Dim1[f03902]	FBal0161832	FBgn0031601	Dim1
sgg[3]	FBal0015481	FBgn0003371	sgg
lace[2]	FBal0011550	FBgn0002524	lace
bs[13]	FBal0039184	FBgn0004101	bs
amd[38]	FBal0000487	FBgn0000075	amd
Gmap[G0168]	FBal0098180	FBgn0027287	Gmap
wts[P2]	FBal0044496	FBgn0011739	wts
olf186-F[k11505]	FBal0064167	FBgn0041585	olf186-F
Dl[eAK2]	FBal0059131	FBgn0000463	Dl
CG14731[c04833]	FBal0162230	FBgn0037964	CG14731
l(1)Q227[1]	FBal0007728	FBgn0011151	l(1)Q227
l(1)w[1]	FBal0007925	FBgn0005129	l(1)w
Hsp83[6-55]	FBal0291420	FBgn0001233	Hsp83
Act5C[G0245]	FBal0152795	FBgn0000042	Act5C
grh[IM]	FBal0005208	FBgn0259211	grh
Antp[17]	FBal0000558	FBgn0260642	Antp
Mad[20-2]	FBal0052181	FBgn0011648	Mad
RpII140[S1R6]	FBal0014656	FBgn0262955	RpII140
Gpdh[nS10]	FBal0005180	FBgn0001128	Gpdh
mew[134]	FBal0044181	FBgn0004456	mew
elav[ts1]	FBal0003650	FBgn0260400	elav
l(?)AR111[AR111]	FBal0101282	FBgn0028587	l(?)AR111
l(3)S132209b[S132209b]	FBal0129359	FBgn0060398	l(3)S132209b
Sk2[KG05894]	FBal0137611	FBgn0052484	Sk2
PI4KIIIalpha[M65]	FBal0089137	FBgn0267350	PI4KIIIalpha
l(2)21Fb[1]	FBal0008199	FBgn0001896	l(2)21Fb
dp[olb27]	unknown ID	-	-
Tctp[CB03738]	FBal0211956	FBgn0037874	Tctp
en::ftz[EFEDelta46.hs]	FBal0057495	FBgn0015386	en::ftz
Coop[24]	FBal0215501	FBgn0263240	Coop
Scm[K4]	FBal0285203	FBgn0003334	Scm
l(1)3Ao[A2.4]	FBal0082809	FBgn0023048	l(1)3Ao
cv-c[C524]	FBal0190240	FBgn0086901	cv-c
Mod(var)1144[1144]	FBal0135955	FBgn0062622	Mod(var)1144
2L3642[2L3642]	FBal0218395	FBgn0260066	2L3642
ifm(2)RU536[RU536]	FBal0123811	FBgn0044517	ifm(2)RU536
da[17]	FBal0002230	FBgn0267821	da
EY3-5[xKR845]	FBal0104262	FBgn0026440	EY3-5
CG13003[d09754]	FBal0162409	FBgn0030798	CG13003
NFAT[PG128]	FBal0130864	FBgn0030505	NFAT
LanA[4A8]	FBal0045842	FBgn0002526	LanA
cutlet[clI14]	FBal0089363	FBgn0015376	cutlet
fs(1)K79[1]	FBal0004312	FBgn0000811	fs(1)K79
rl[4H6]	FBal0039838	FBgn0003256	rl
wds[M70]	FBal0089150	FBgn0040066	wds
Alh[k44324]	FBal0122325	FBgn0261238	Alh
l(2)SH0540[SH0540]	FBal0143974	FBgn0065737	l(2)SH0540
CG15436[f07761]	FBal0162166	FBgn0031610	CG15436
tef[k15914]	FBal0064073	FBgn0086350	tef
sda[HZ.P1]	FBal0143228	FBgn0015541	sda
Cdc42[4]	FBal0062063	FBgn0010341	Cdc42
pie[GD11621]	FBal0210342	FBgn0005683	pie
